threshold,total,goods,bads,profit,n_total,n_goods,n_bads,n_profit
0.937,4453,4163,290,43040,0.8954353508948321,0.907564857205145,0.7512953367875648,0.4014925373134328
0.936,4459,4168,291,42440,0.8966418660768148,0.9086548942664051,0.7538860103626943,0.3958955223880597
0.935,4466,4175,291,43000,0.8980494671224613,0.9101809461521692,0.7538860103626943,0.40111940298507465
0.934,4472,4179,293,41320,0.899255982304444,0.9110529758011773,0.7590673575129534,0.38544776119402985
0.933,4485,4191,294,41280,0.9018700985320732,0.9136690647482014,0.7616580310880829,0.3850746268656716
0.932,4492,4198,294,41840,0.9032776995777196,0.9151951166339656,0.7616580310880829,0.3902985074626866
0.931,4497,4202,295,41160,0.9042831288960386,0.9160671462829736,0.7642487046632125,0.383955223880597
0.93,4504,4209,295,41720,0.9056907299416851,0.9175931981687377,0.7642487046632125,0.38917910447761195
0.929,4510,4215,295,42200,0.9068972451236678,0.9189012426422498,0.7642487046632125,0.39365671641791045
0.928,4518,4221,297,40680,0.9085059320329781,0.9202092871157619,0.7694300518134715,0.3794776119402985
0.927,4522,4225,297,41000,0.9093102754876332,0.92108131676477,0.7694300518134715,0.3824626865671642
0.926,4525,4227,298,40160,0.9099135330786245,0.9215173315892741,0.772020725388601,0.3746268656716418
0.925,4533,4235,298,40800,0.9115222199879348,0.9232613908872902,0.772020725388601,0.3805970149253731
0.924,4539,4239,300,39120,0.9127287351699176,0.9241334205362982,0.7772020725388601,0.3649253731343284
0.923,4543,4243,300,39440,0.9135330786245727,0.9250054501853063,0.7772020725388601,0.367910447761194
0.922,4547,4245,302,37600,0.9143374220792279,0.9254414650098103,0.7823834196891192,0.35074626865671643
0.921,4552,4248,304,35840,0.9153428513975468,0.9260954872465664,0.7875647668393783,0.33432835820895523
0.92,4555,4251,304,36080,0.9159461089885381,0.9267495094833225,0.7875647668393783,0.3365671641791045
0.919,4558,4254,304,36320,0.9165493665795295,0.9274035317200785,0.7875647668393783,0.33880597014925373
0.918,4562,4258,304,36640,0.9173537100341846,0.9282755613690865,0.7875647668393783,0.3417910447761194
0.917,4565,4261,304,36880,0.917956967625176,0.9289295836058425,0.7875647668393783,0.3440298507462687
0.916,4573,4269,304,37520,0.9195656545344862,0.9306736429038587,0.7875647668393783,0.35
0.915,4576,4269,307,34520,0.9201689121254776,0.9306736429038587,0.7953367875647669,0.3220149253731343
0.914,4578,4271,307,34680,0.9205710838528052,0.9311096577283627,0.7953367875647669,0.32350746268656716
0.913,4581,4273,308,33840,0.9211743414437965,0.9315456725528668,0.7979274611398963,0.3156716417910448
0.912,4583,4275,308,34000,0.9215765131711241,0.9319816873773709,0.7979274611398963,0.31716417910447764
0.911,4586,4278,308,34240,0.9221797707621154,0.9326357096141269,0.7979274611398963,0.3194029850746269
0.91,4589,4281,308,34480,0.9227830283531068,0.9332897318508829,0.7979274611398963,0.32164179104477614
0.909,4591,4282,309,33560,0.9231852000804344,0.9335077392631349,0.8005181347150259,0.3130597014925373
0.908,4594,4284,310,32720,0.9237884576714257,0.933943754087639,0.8031088082901554,0.30522388059701494
0.907,4599,4289,310,33120,0.9247938869897446,0.9350337911488991,0.8031088082901554,0.30895522388059704
0.906,4601,4291,310,33280,0.9251960587170722,0.9354698059734031,0.8031088082901554,0.31044776119402984
0.905,4602,4292,310,33360,0.925397144580736,0.9356878133856551,0.8031088082901554,0.3111940298507463
0.904,4606,4295,311,32600,0.9262014880353912,0.9363418356224111,0.805699481865285,0.3041044776119403
0.903,4609,4298,311,32840,0.9268047456263825,0.9369958578591672,0.805699481865285,0.30634328358208956
0.902,4612,4301,311,33080,0.9274080032173738,0.9376498800959233,0.805699481865285,0.3085820895522388
0.901,4616,4302,314,30160,0.928212346672029,0.9378678875081753,0.8134715025906736,0.28134328358208954
0.9,4621,4307,314,30560,0.9292177759903478,0.9389579245694354,0.8134715025906736,0.28507462686567164
0.899,4621,4307,314,30560,0.9292177759903478,0.9389579245694354,0.8134715025906736,0.28507462686567164
0.898,4623,4308,315,29640,0.9296199477176754,0.9391759319816874,0.8160621761658031,0.2764925373134328
0.897,4630,4315,315,30200,0.9310275487633219,0.9407019838674515,0.8160621761658031,0.28171641791044777
0.896,4631,4316,315,30280,0.9312286346269857,0.9409199912797035,0.8160621761658031,0.28246268656716417
0.895,4633,4318,315,30440,0.9316308063543133,0.9413560061042076,0.8160621761658031,0.283955223880597
0.894,4634,4319,315,30520,0.9318318922179771,0.9415740135164595,0.8160621761658031,0.2847014925373134
0.893,4638,4322,316,29760,0.9326362356726322,0.9422280357532156,0.8186528497409327,0.27761194029850744
0.892,4641,4325,316,30000,0.9332394932636235,0.9428820579899717,0.8186528497409327,0.2798507462686567
0.891,4646,4330,316,30400,0.9342449225819425,0.9439720950512317,0.8186528497409327,0.2835820895522388
0.89,4647,4331,316,30480,0.9344460084456063,0.9441901024634838,0.8186528497409327,0.28432835820895525
0.889,4651,4335,316,30800,0.9352503519002614,0.9450621321124918,0.8186528497409327,0.2873134328358209
0.888,4652,4336,316,30880,0.9354514377639251,0.9452801395247439,0.8186528497409327,0.2880597014925373
0.887,4653,4336,317,29880,0.935652523627589,0.9452801395247439,0.8212435233160622,0.27873134328358207
0.886,4654,4336,318,28880,0.9358536094912527,0.9452801395247439,0.8238341968911918,0.26940298507462684
0.885,4655,4337,318,28960,0.9360546953549166,0.9454981469369959,0.8238341968911918,0.2701492537313433
0.884,4658,4339,319,28120,0.9366579529459079,0.9459341617614999,0.8264248704663213,0.26231343283582087
0.883,4658,4339,319,28120,0.9366579529459079,0.9459341617614999,0.8264248704663213,0.26231343283582087
0.882,4658,4339,319,28120,0.9366579529459079,0.9459341617614999,0.8264248704663213,0.26231343283582087
0.881,4667,4347,320,27760,0.9384677257188819,0.947678221059516,0.8290155440414507,0.258955223880597
0.88,4669,4348,321,26840,0.9388698974462095,0.947896228471768,0.8316062176165803,0.2503731343283582
0.879,4673,4352,321,27160,0.9396742409008647,0.9487682581207761,0.8316062176165803,0.2533582089552239
0.878,4676,4354,322,26320,0.940277498491856,0.9492042729452801,0.8341968911917098,0.2455223880597015
0.877,4679,4356,323,25480,0.9408807560828474,0.9496402877697842,0.8367875647668394,0.2376865671641791
0.876,4682,4359,323,25720,0.9414840136738387,0.9502943100065402,0.8367875647668394,0.23992537313432835
0.875,4685,4362,323,25960,0.94208727126483,0.9509483322432962,0.8367875647668394,0.2421641791044776
0.874,4688,4365,323,26200,0.9426905288558214,0.9516023544800524,0.8367875647668394,0.24440298507462688
0.873,4689,4365,324,25200,0.9428916147194852,0.9516023544800524,0.8393782383419689,0.23507462686567165
0.872,4691,4365,326,23200,0.9432937864468128,0.9516023544800524,0.844559585492228,0.21641791044776118
0.871,4695,4367,328,21360,0.9440981299014679,0.9520383693045563,0.8497409326424871,0.19925373134328359
0.87,4696,4368,328,21440,0.9442992157651318,0.9522563767168084,0.8497409326424871,0.2
0.869,4701,4372,329,20760,0.9453046450834506,0.9531284063658164,0.8523316062176166,0.19365671641791044
0.868,4704,4374,330,19920,0.945907902674442,0.9535644211903205,0.8549222797927462,0.18582089552238806
0.867,4705,4375,330,20000,0.9461089885381058,0.9537824286025725,0.8549222797927462,0.1865671641791045
0.866,4709,4379,330,20320,0.946913331992761,0.9546544582515806,0.8549222797927462,0.18955223880597014
0.865,4713,4381,332,18480,0.947717675447416,0.9550904730760846,0.8601036269430051,0.17238805970149254
0.864,4714,4382,332,18560,0.9479187613110799,0.9553084804883366,0.8601036269430051,0.17313432835820897
0.863,4716,4384,332,18720,0.9483209330384074,0.9557444953128407,0.8601036269430051,0.1746268656716418
0.862,4716,4384,332,18720,0.9483209330384074,0.9557444953128407,0.8601036269430051,0.1746268656716418
0.861,4719,4387,332,18960,0.9489241906293987,0.9563985175495967,0.8601036269430051,0.17686567164179104
0.86,4720,4388,332,19040,0.9491252764930626,0.9566165249618487,0.8601036269430051,0.17761194029850746
0.859,4722,4390,332,19200,0.9495274482203901,0.9570525397863527,0.8601036269430051,0.1791044776119403
0.858,4725,4392,333,18360,0.9501307058113815,0.9574885546108568,0.8626943005181347,0.17126865671641792
0.857,4725,4392,333,18360,0.9501307058113815,0.9574885546108568,0.8626943005181347,0.17126865671641792
0.856,4729,4396,333,18680,0.9509350492660366,0.9583605842598648,0.8626943005181347,0.1742537313432836
0.855,4732,4398,334,17840,0.951538306857028,0.9587965990843689,0.8652849740932642,0.1664179104477612
0.854,4733,4399,334,17920,0.9517393927206917,0.9590146064966208,0.8652849740932642,0.16716417910447762
0.853,4740,4401,339,13080,0.9531469937663383,0.9594506213211249,0.8782383419689119,0.12201492537313433
0.852,4742,4403,339,13240,0.9535491654936658,0.959886636145629,0.8782383419689119,0.12350746268656716
0.851,4746,4406,340,12480,0.9543535089483209,0.960540658382385,0.8808290155440415,0.11641791044776119
