threshold,equal_opportunity_difference,average_abs_odds_difference,disparate_impact
0.769,0.988,0.9325,0.9797160243407708
0.768,0.988,0.9325,0.9797160243407708
0.767,0.988,0.9325,0.9797160243407708
0.766,0.988,0.9325,0.9797160243407708
0.765,0.988,0.9325,0.9797160243407708
0.764,0.988,0.9325,0.9797160243407708
0.763,0.988,0.9325,0.9797160243407708
0.762,0.989,0.9329999999999999,0.9807302231237323
0.761,0.989,0.9329999999999999,0.9807302231237323
0.76,0.989,0.9329999999999999,0.9807302231237323
0.759,0.989,0.9345,0.9807302231237323
0.758,0.989,0.936,0.9817444219066936
0.757,0.989,0.936,0.9817444219066936
0.756,0.989,0.936,0.9817444219066936
0.755,0.99,0.9365,0.9817444219066936
0.754,0.99,0.9375,0.9827586206896551
0.753,0.99,0.9375,0.9827586206896551
0.752,0.99,0.9375,0.9827586206896551
0.751,0.99,0.9375,0.9827586206896551
0.75,0.991,0.9380000000000001,0.9827586206896551
0.749,0.991,0.9395,0.9837728194726166
0.748,0.991,0.9395,0.9837728194726166
0.747,0.991,0.9395,0.9837728194726166
0.746,0.991,0.941,0.9837728194726166
0.745,0.991,0.941,0.9837728194726166
0.744,0.991,0.941,0.9837728194726166
0.743,0.991,0.941,0.9837728194726166
0.742,0.991,0.9420000000000001,0.9837728194726166
0.741,0.991,0.9435,0.9847870182555781
0.74,0.989,0.944,0.9817997977755308
0.739,0.989,0.944,0.9817997977755308
0.738,0.99,0.9445,0.9817997977755308
0.737,0.99,0.9445,0.9817997977755308
0.736,0.99,0.946,0.9828109201213346
0.735,0.99,0.9470000000000001,0.9828109201213346
0.734,0.99,0.9470000000000001,0.9828109201213346
0.733,0.99,0.9470000000000001,0.9828109201213346
0.732,0.99,0.9470000000000001,0.9828109201213346
0.731,0.99,0.9470000000000001,0.9828109201213346
0.73,0.99,0.9470000000000001,0.9828109201213346
0.729,0.991,0.9475,0.9838220424671386
0.728,0.991,0.9475,0.9838220424671386
0.727,0.991,0.9475,0.9838220424671386
0.726,0.991,0.9490000000000001,0.9848331648129424
0.725,0.991,0.9490000000000001,0.9848331648129424
0.724,0.992,0.9510000000000001,0.9848331648129424
0.723,0.992,0.9510000000000001,0.9848331648129424
0.722,0.992,0.9510000000000001,0.9848331648129424
0.721,0.992,0.9510000000000001,0.9848331648129424
0.72,0.992,0.9510000000000001,0.9848331648129424
0.719,0.992,0.9510000000000001,0.9848331648129424
0.718,0.992,0.9510000000000001,0.9848331648129424
0.717,0.992,0.9510000000000001,0.9858442871587462
0.716,0.992,0.9510000000000001,0.9858442871587462
0.715,0.992,0.9510000000000001,0.9858442871587462
0.714,0.992,0.9510000000000001,0.9858442871587462
0.713,0.992,0.9510000000000001,0.9858442871587462
0.712,0.993,0.9515,0.9858442871587462
0.711,0.993,0.9515,0.9858442871587462
0.71,0.993,0.9530000000000001,0.9858442871587462
0.709,0.993,0.9530000000000001,0.9858442871587462
0.708,0.993,0.9530000000000001,0.9868554095045501
0.707,0.993,0.9530000000000001,0.9868554095045501
0.706,0.993,0.9530000000000001,0.9868554095045501
0.705,0.993,0.9530000000000001,0.9868554095045501
0.704,0.994,0.9545,0.9868554095045501
0.703,0.994,0.9545,0.9868554095045501
0.702,0.994,0.9545,0.9868554095045501
0.701,0.994,0.956,0.9878665318503539
0.7,0.994,0.956,0.9878665318503539
0.699,0.994,0.956,0.9878665318503539
0.698,0.994,0.956,0.9878665318503539
0.697,0.994,0.9575,0.9878665318503539
0.696,0.994,0.9575,0.9878665318503539
0.695,0.994,0.9575,0.9878665318503539
0.694,0.994,0.9575,0.9878665318503539
0.693,0.994,0.9575,0.9878665318503539
0.692,0.995,0.958,0.9888776541961577
0.691,0.995,0.958,0.9888776541961577
0.69,0.992,0.9564999999999999,0.9858870967741935
0.689,0.992,0.9575,0.9858870967741935
0.688,0.992,0.9575,0.9868951612903226
0.687,0.992,0.959,0.9868951612903226
0.686,0.992,0.959,0.9868951612903226
0.685,0.992,0.959,0.9868951612903226
0.684,0.992,0.959,0.9868951612903226
0.683,0.993,0.9595,0.9868951612903226
0.682,0.993,0.9595,0.9868951612903226
0.681,0.993,0.9595,0.9868951612903226
0.68,0.993,0.9595,0.9879032258064516
0.679,0.993,0.9595,0.9879032258064516
0.678,0.993,0.9595,0.9879032258064516
0.677,0.993,0.961,0.9879032258064516
0.676,0.993,0.961,0.9879032258064516
0.675,0.994,0.963,0.9879032258064516
0.674,0.994,0.964,0.9889112903225806
0.673,0.994,0.964,0.9889112903225806
0.672,0.994,0.964,0.9889112903225806
0.671,0.994,0.964,0.9889112903225806
0.67,0.994,0.964,0.9889112903225806
0.669,0.994,0.964,0.9889112903225806
0.668,0.994,0.964,0.9889112903225806
0.667,0.994,0.964,0.9889112903225806
0.666,0.994,0.964,0.9889112903225806
0.665,0.994,0.964,0.9889112903225806
0.664,0.994,0.9669999999999999,0.9899193548387096
0.663,0.994,0.9669999999999999,0.9899193548387096
0.662,0.994,0.9669999999999999,0.9899193548387096
0.661,0.995,0.9674999999999999,0.9899193548387096
0.66,0.995,0.9674999999999999,0.9899193548387096
0.659,0.995,0.9674999999999999,0.9899193548387096
0.658,0.995,0.9674999999999999,0.9899193548387096
0.657,0.995,0.9674999999999999,0.9899193548387096
0.656,0.995,0.9674999999999999,0.9899193548387096
0.655,0.995,0.9674999999999999,0.9899193548387096
0.654,0.995,0.9674999999999999,0.9899193548387096
0.653,0.995,0.9689999999999999,0.9909274193548387
0.652,0.995,0.9689999999999999,0.9909274193548387
0.651,0.995,0.9689999999999999,0.9909274193548387
0.65,0.995,0.9689999999999999,0.9909274193548387
0.649,0.996,0.9694999999999999,0.9909274193548387
0.648,0.996,0.9694999999999999,0.9909274193548387
0.647,0.996,0.9694999999999999,0.9909274193548387
0.646,0.996,0.9694999999999999,0.9919354838709677
0.645,0.997,0.97,0.9919354838709677
0.644,0.997,0.97,0.9919354838709677
0.643,0.997,0.97,0.9919354838709677
0.642,0.997,0.97,0.9919354838709677
0.641,0.997,0.97,0.9919354838709677
0.64,0.997,0.97,0.9919354838709677
0.639,0.997,0.97,0.9929435483870968
0.638,0.997,0.97,0.9929435483870968
0.637,0.997,0.97,0.9929435483870968
0.636,0.997,0.97,0.9929435483870968
0.635,0.997,0.97,0.9929435483870968
0.634,0.997,0.97,0.9929435483870968
0.633,0.997,0.97,0.9929435483870968
0.632,0.997,0.97,0.9929435483870968
0.631,0.994,0.9685,0.9899497487437185
0.63,0.994,0.9685,0.9899497487437185
0.629,0.994,0.9685,0.9899497487437185
0.628,0.994,0.9685,0.9899497487437185
0.627,0.992,0.9675,0.9879638916750251
0.626,0.992,0.9675,0.9879638916750251
0.625,0.992,0.9675,0.9879638916750251
0.624,0.992,0.9675,0.9879638916750251
0.623,0.992,0.9675,0.9879638916750251
0.622,0.992,0.9675,0.9879638916750251
0.621,0.992,0.9675,0.9879638916750251
0.62,0.992,0.9675,0.9879638916750251
0.619,0.992,0.9675,0.9879638916750251
0.618,0.992,0.9685,0.9889669007021064
0.617,0.992,0.9685,0.9889669007021064
0.616,0.992,0.9685,0.9889669007021064
0.615,0.992,0.9685,0.9889669007021064
0.614,0.992,0.9685,0.9889669007021064
0.613,0.992,0.9685,0.9889669007021064
0.612,0.992,0.9685,0.9889669007021064
0.611,0.992,0.9685,0.9889669007021064
0.61,0.992,0.9685,0.9889669007021064
0.609,0.993,0.9705,0.9899699097291875
0.608,0.993,0.9705,0.9899699097291875
0.607,0.993,0.9705,0.9899699097291875
0.606,0.993,0.9705,0.9899699097291875
0.605,0.994,0.9710000000000001,0.9899699097291875
0.604,0.994,0.9710000000000001,0.9909729187562688
0.603,0.994,0.9710000000000001,0.9909729187562688
0.602,0.994,0.9710000000000001,0.9909729187562688
0.601,0.994,0.9710000000000001,0.9909729187562688
0.6,0.994,0.9710000000000001,0.9909729187562688
0.599,0.994,0.9710000000000001,0.9909729187562688
0.598,0.994,0.9710000000000001,0.9909729187562688
0.597,0.994,0.9710000000000001,0.9909729187562688
0.596,0.994,0.9710000000000001,0.9909729187562688
0.595,0.994,0.9710000000000001,0.9909729187562688
0.594,0.994,0.9710000000000001,0.9909729187562688
0.593,0.994,0.9710000000000001,0.9909729187562688
0.592,0.994,0.9710000000000001,0.9909729187562688
0.591,0.994,0.9710000000000001,0.9909729187562688
0.59,0.994,0.9710000000000001,0.9909729187562688
0.589,0.994,0.9710000000000001,0.9909729187562688
0.588,0.994,0.9710000000000001,0.9909729187562688
0.587,0.994,0.9710000000000001,0.9909729187562688
0.586,0.994,0.9710000000000001,0.9909729187562688
0.585,0.994,0.9710000000000001,0.9909729187562688
0.584,0.994,0.9710000000000001,0.9909729187562688
0.583,0.994,0.9710000000000001,0.9909729187562688
0.582,0.994,0.9725,0.9909729187562688
0.581,0.994,0.9725,0.9909729187562688
0.58,0.994,0.974,0.9909729187562688
0.579,0.994,0.974,0.9909729187562688
0.578,0.994,0.974,0.9909729187562688
0.577,0.995,0.9745,0.9909729187562688
0.576,0.995,0.9745,0.9909729187562688
0.575,0.995,0.9745,0.9919759277833501
0.574,0.995,0.9745,0.9919759277833501
0.573,0.995,0.9745,0.9919759277833501
0.572,0.995,0.9745,0.9919759277833501
0.571,0.995,0.9745,0.9919759277833501
0.57,0.995,0.9745,0.9919759277833501
0.569,0.995,0.9745,0.9919759277833501
0.568,0.992,0.973,0.989
0.567,0.992,0.973,0.989
0.566,0.992,0.973,0.989
0.565,0.992,0.974,0.989
0.564,0.992,0.974,0.989
0.563,0.992,0.974,0.989
0.562,0.992,0.974,0.989
0.561,0.992,0.974,0.989
0.56,0.992,0.974,0.989
0.559,0.992,0.974,0.99
0.558,0.992,0.974,0.99
0.557,0.992,0.974,0.99
0.556,0.992,0.974,0.99
0.555,0.992,0.974,0.99
0.554,0.992,0.9755,0.99
0.553,0.992,0.9755,0.99
0.552,0.992,0.9755,0.99
0.551,0.992,0.9755,0.99
0.55,0.992,0.9755,0.99
0.549,0.992,0.9755,0.99
0.548,0.993,0.976,0.99
0.547,0.993,0.976,0.99
0.546,0.993,0.976,0.99
0.545,0.993,0.976,0.99
0.544,0.993,0.976,0.99
0.543,0.993,0.976,0.99
0.542,0.993,0.976,0.99
0.541,0.993,0.976,0.99
0.54,0.993,0.976,0.99
0.539,0.993,0.976,0.99
0.538,0.993,0.976,0.99
0.537,0.993,0.976,0.99
0.536,0.993,0.976,0.99
0.535,0.993,0.976,0.99
0.534,0.993,0.976,0.99
0.533,0.993,0.976,0.99
0.532,0.993,0.976,0.99
0.531,0.993,0.976,0.99
0.53,0.993,0.976,0.99
0.529,0.993,0.976,0.99
0.528,0.993,0.9775,0.99
0.527,0.993,0.9775,0.99
0.526,0.993,0.9775,0.99
0.525,0.993,0.9775,0.991
0.524,0.993,0.9775,0.991
0.523,0.993,0.9775,0.991
0.522,0.993,0.9775,0.991
0.521,0.993,0.9775,0.991
0.52,0.993,0.9775,0.991
0.519,0.993,0.9784999999999999,0.991
0.518,0.993,0.9784999999999999,0.991
0.517,0.993,0.9784999999999999,0.991
0.516,0.993,0.9784999999999999,0.991
0.515,0.993,0.9784999999999999,0.991
0.514,0.994,0.979,0.991
0.513,0.994,0.979,0.991
0.512,0.994,0.979,0.991
0.511,0.994,0.979,0.991
0.51,0.994,0.979,0.991
0.509,0.994,0.979,0.992
0.508,0.994,0.979,0.992
0.507,0.994,0.979,0.992
0.506,0.994,0.979,0.992
0.505,0.994,0.979,0.992
0.504,0.994,0.979,0.992
0.503,0.994,0.979,0.992
0.502,0.994,0.979,0.992
0.501,0.994,0.9804999999999999,0.992
0.5,0.994,0.9804999999999999,0.992
0.499,0.994,0.9804999999999999,0.992
0.498,0.994,0.9804999999999999,0.992
0.497,0.994,0.9804999999999999,0.992
0.496,0.994,0.9804999999999999,0.992
0.495,0.994,0.9804999999999999,0.992
0.494,0.994,0.9804999999999999,0.992
0.493,0.994,0.9804999999999999,0.992
0.492,0.994,0.9804999999999999,0.992
0.491,0.994,0.9804999999999999,0.992
0.49,0.994,0.9804999999999999,0.992
0.489,0.994,0.9804999999999999,0.992
0.488,0.994,0.9804999999999999,0.992
0.487,0.994,0.9804999999999999,0.992
0.486,0.994,0.9804999999999999,0.992
0.485,0.994,0.9804999999999999,0.992
0.484,0.994,0.9804999999999999,0.992
0.483,0.994,0.9804999999999999,0.992
0.482,0.994,0.9804999999999999,0.992
0.481,0.994,0.9804999999999999,0.992
0.48,0.994,0.9804999999999999,0.992
0.479,0.994,0.9804999999999999,0.992
0.478,0.994,0.9804999999999999,0.992
0.477,0.994,0.9804999999999999,0.992
0.476,0.994,0.9804999999999999,0.992
0.475,0.994,0.9804999999999999,0.992
0.474,0.994,0.9804999999999999,0.992
0.473,0.994,0.9804999999999999,0.992
0.472,0.994,0.9804999999999999,0.992
0.471,0.994,0.9804999999999999,0.992
0.47,0.994,0.982,0.992
0.469,0.994,0.982,0.992
0.468,0.994,0.982,0.992
0.467,0.994,0.982,0.992
0.466,0.994,0.982,0.992
0.465,0.994,0.982,0.992
0.464,0.994,0.982,0.992
0.463,0.994,0.982,0.992
0.462,0.994,0.982,0.992
0.461,0.994,0.982,0.992
0.46,0.994,0.982,0.992
0.459,0.995,0.9824999999999999,0.993
0.458,0.995,0.9824999999999999,0.993
0.457,0.995,0.9824999999999999,0.993
0.456,0.995,0.9824999999999999,0.993
0.455,0.995,0.9824999999999999,0.993
0.454,0.995,0.9824999999999999,0.993
0.453,0.995,0.9824999999999999,0.993
0.452,0.995,0.9824999999999999,0.993
0.451,0.995,0.9824999999999999,0.993
0.45,0.995,0.9824999999999999,0.993
0.449,0.995,0.9824999999999999,0.993
0.448,0.995,0.9824999999999999,0.993
0.447,0.995,0.9824999999999999,0.993
0.446,0.995,0.9824999999999999,0.993
0.445,0.995,0.984,0.993
0.444,0.995,0.985,0.993
0.443,0.995,0.985,0.993
0.442,0.995,0.985,0.993
0.441,0.995,0.985,0.993
0.44,0.995,0.985,0.993
0.439,0.995,0.985,0.993
0.438,0.995,0.985,0.993
0.437,0.995,0.985,0.993
0.436,0.995,0.985,0.993
0.435,0.995,0.985,0.993
0.434,0.995,0.985,0.993
0.433,0.995,0.985,0.993
0.432,0.995,0.985,0.994
0.431,0.995,0.985,0.994
0.43,0.995,0.985,0.994
0.429,0.995,0.985,0.994
0.428,0.995,0.985,0.994
0.427,0.996,0.9855,0.994
0.426,0.996,0.9855,0.994
0.425,0.996,0.9855,0.994
0.424,0.996,0.9855,0.994
0.423,0.996,0.9855,0.994
0.422,0.996,0.9855,0.994
0.421,0.996,0.9855,0.994
0.42,0.996,0.9855,0.994
0.419,0.996,0.9855,0.994
0.418,0.996,0.9855,0.994
0.417,0.996,0.9855,0.994
0.416,0.996,0.9855,0.994
0.415,0.996,0.9855,0.994
0.414,0.996,0.9855,0.994
0.413,0.996,0.9855,0.994
0.412,0.996,0.9855,0.995
0.411,0.996,0.9855,0.995
0.41,0.996,0.9855,0.995
0.409,0.996,0.9855,0.995
0.408,0.996,0.9855,0.995
0.407,0.996,0.9855,0.995
0.406,0.997,0.986,0.995
0.405,0.997,0.986,0.995
0.404,0.997,0.986,0.995
0.403,0.997,0.986,0.995
0.402,0.997,0.986,0.995
0.401,0.997,0.986,0.995
0.4,0.997,0.986,0.995
0.399,0.997,0.986,0.995
0.398,0.997,0.986,0.995
0.397,0.997,0.9875,0.995
0.396,0.997,0.989,0.996
0.395,0.997,0.989,0.996
0.394,0.997,0.989,0.996
0.393,0.997,0.989,0.996
0.392,0.997,0.989,0.996
0.391,0.997,0.989,0.996
0.39,0.997,0.989,0.996
0.389,0.997,0.989,0.996
0.388,0.997,0.989,0.996
0.387,0.997,0.989,0.996
0.386,0.997,0.989,0.996
0.385,0.997,0.989,0.996
0.384,0.997,0.989,0.996
0.383,0.997,0.989,0.996
0.382,0.997,0.989,0.996
0.381,0.997,0.989,0.996
0.38,0.997,0.989,0.996
0.379,0.997,0.989,0.996
0.378,0.997,0.989,0.996
0.377,0.997,0.989,0.996
0.376,0.997,0.989,0.996
0.375,0.997,0.989,0.996
0.374,0.997,0.989,0.996
0.373,0.997,0.989,0.996
0.372,0.997,0.989,0.996
0.371,0.997,0.989,0.996
0.37,0.997,0.989,0.996
0.369,0.997,0.989,0.996
0.368,0.997,0.989,0.996
0.367,0.997,0.989,0.996
0.366,0.997,0.989,0.996
